Triangle,Class,Latitude,Longitude,GT_w1,GT_w2,GT_w3,CKKS_w1,CKKS_w2,CKKS_w3,Δw1,Δw2,Δw3,GT_Class,CKKS_Class
T3 (Scaled ×2.0),ON_BOUNDARY,19.186907546774016,72.95159721121331,0.6296575687,0.3701627231,0.0001797082,0.6296576531,0.3701627728,0.0001797082,0.0000000844,0.0000000497,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187201609317597,72.9797407870292,0.1956200060,0.8043987642,-0.0000187702,0.1956200322,0.8043988721,-0.0000187702,0.0000000262,0.0000001079,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.18678010725289,72.9391887349921,0.8210664493,0.1787248545,0.0002086962,0.8210665594,0.1787248785,0.0002086962,0.0000001101,0.0000000240,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.168835602568233,72.93620251618171,0.5260352303,-0.0001003865,0.4740651562,0.5260353009,-0.0001003865,0.4740652198,0.0000000706,0.0000000000,0.0000000636,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.18674377883407,72.9343189125617,0.8964472545,0.1036947000,-0.0001419546,0.8964473748,0.1036947140,-0.0001419546,0.0000001203,0.0000000140,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),OUTSIDE,19.176088506707476,72.98726971994967,-0.1335945670,0.8376262883,0.2959682787,-0.1335945849,0.8376264007,0.2959683183,0.0000000179,0.0000001124,0.0000000396,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.193810318435943,72.9870112605351,0.2078821851,0.9649893060,-0.1728714911,0.2078822130,0.9649894354,-0.1728715143,0.0000000279,0.0000001294,0.0000000232,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.142416149999107,72.97181043206143,-0.5332538318,0.3507617333,1.1824920985,-0.5332539033,0.3507617803,1.1824922571,0.0000000715,0.0000000470,0.0000001586,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.151623379404143,72.98481762718811,-0.5611280269,0.6186785731,0.9424494539,-0.5611281022,0.6186786560,0.9424495802,0.0000000753,0.0000000829,0.0000001263,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.148955764250324,72.92661732923935,0.2972373945,-0.2945743608,0.9973369663,0.2972374344,-0.2945744003,0.9973371000,0.0000000399,0.0000000395,0.0000001337,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.14726926518017,72.97397490316521,-0.4746577983,0.4199553697,1.0547024286,-0.4746578619,0.4199554260,1.0547025700,0.0000000636,0.0000000563,0.0000001414,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.196222672378656,72.98871835330367,0.2271487242,1.0090735991,-0.2362223233,0.2271487547,1.0090737344,-0.2362223550,0.0000000305,0.0000001353,0.0000000317,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19611392905867,72.9376204026291,1.0232901005,0.2238180637,-0.2471081642,1.0232902377,0.2238180937,-0.2471081973,0.0000001372,0.0000000300,0.0000000331,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.161400551324295,72.91993756277157,0.6385434329,-0.3048968814,0.6663534485,0.6385435185,-0.3048969223,0.6663535379,0.0000000856,0.0000000409,0.0000000894,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.149321660064935,72.9949387731021,-0.7630594135,0.7569998747,1.0060595389,-0.7630595159,0.7569999762,1.0060596738,0.0000001024,0.0000001015,0.0000001349,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.183235432087585,72.98883948018751,-0.0220322105,0.9146887108,0.1073434998,-0.0220322135,0.9146888334,0.1073435142,0.0000000030,0.0000001226,0.0000000144,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.188050456254803,72.928667967089,1.0096021931,0.0266254376,-0.0362276307,1.0096023285,0.0266254411,-0.0362276355,0.0000001354,0.0000000035,0.0000000048,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19625948487926,72.96286537127335,0.6317045943,0.6124544943,-0.2441590886,0.6317046790,0.6124545765,-0.2441591213,0.0000000847,0.0000000822,0.0000000327,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19672764010785,72.99700628516544,0.1072962208,1.1400511045,-0.2473473253,0.1072962352,1.1400512574,-0.2473473585,0.0000000144,0.0000001529,0.0000000332,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.167632439551888,72.98829013754623,-0.3105458838,0.7906263244,0.5199195593,-0.3105459254,0.7906264304,0.5199196291,0.0000000416,0.0000001060,0.0000000698,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.14646381662414,72.97909733605192,-0.5700128791,0.4926254215,1.0773874576,-0.5700129555,0.4926254876,1.0773876021,0.0000000764,0.0000000661,0.0000001445,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.150183628253266,72.98840825950678,-0.6446322199,0.6631319844,0.9815002354,-0.6446323063,0.6631320734,0.9815003670,0.0000000864,0.0000000890,0.0000001316,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.166116305640646,72.97795752906556,-0.1780065698,0.6207657471,0.5572408228,-0.1780065937,0.6207658303,0.5572408975,0.0000000239,0.0000000832,0.0000000747,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19477734587944,72.96944981219364,0.5006263780,0.7025543767,-0.2031807547,0.5006264451,0.7025544709,-0.2031807819,0.0000000671,0.0000000942,0.0000000272,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.141869329250696,72.95514364683137,-0.2833103985,0.0908429060,1.1924674925,-0.2833104365,0.0908429182,1.1924676524,0.0000000380,0.0000000122,0.0000001599,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19696180644241,72.9472380279269,0.8891954829,0.3777500621,-0.2669455450,0.8891956021,0.3777501127,-0.2669455808,0.0000001192,0.0000000506,0.0000000358,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.16515475494192,72.98955573023788,-0.3774933291,0.7916942002,0.5857991289,-0.3774933797,0.7916943064,0.5857992075,0.0000000506,0.0000001062,0.0000000786,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.189400221021643,72.98330968944788,0.1817329755,0.8754813606,-0.0572143361,0.1817329999,0.8754814780,-0.0572143438,0.0000000244,0.0000001174,0.0000000077,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.19481537583955,72.93556464966993,1.0306778281,0.1826352128,-0.2133130409,1.0306779663,0.1826352373,-0.2133130695,0.0000001382,0.0000000245,0.0000000286,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.195253179271866,72.93140033737309,1.1040656084,0.1219496104,-0.2260152187,1.1040657564,0.1219496267,-0.2260152491,0.0000001480,0.0000000163,0.0000000304,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.197164667417447,72.93782380996831,1.0401196386,0.2347274455,-0.2748470841,1.0401197781,0.2347274769,-0.2748471209,0.0000001395,0.0000000314,0.0000000368,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.145744875350168,72.95095550707444,-0.1440926789,0.0552675531,1.0888251259,-0.1440926982,0.0552675605,1.0888252719,0.0000000193,0.0000000074,0.0000001460,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.165226201039516,72.9228027124975,0.6666301462,-0.2325607383,0.5659305921,0.6666302356,-0.2325607695,0.5659306680,0.0000000894,0.0000000312,0.0000000759,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.193903580719514,73.00217020486521,-0.0271431079,1.1983987575,-0.1712556496,-0.0271431115,1.1983989182,-0.1712556726,0.0000000036,0.0000001607,0.0000000230,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),OUTSIDE,19.148207711071926,72.9565257041635,-0.1842112948,0.1590318699,1.0251794248,-0.1842113195,0.1590318913,1.0251795623,0.0000000247,0.0000000214,0.0000001375,OUTSIDE,OUTSIDE
